Year,Month,Make,Model,Count,Reg Date
2022,Sep,VOLKSWAGEN,ID.4,2,2022-09-01
2022,Sep,VOLVO,C40,4,2022-09-01
2023,Apr,AUDI,E-TRON,9,2023-04-01
2023,Apr,AUDI,E-TRON GT,3,2023-04-01
2023,Apr,BMW,4 SERIES,18,2023-04-01
2023,Apr,BMW,I,13,2023-04-01
2023,Apr,BMW,X1,6,2023-04-01
2023,Apr,BYD,ATTO 3,182,2023-04-01
2023,Apr,BYD,E6H,3,2023-04-01
2023,Apr,CUPRA,BORN,2,2023-04-01
2023,Apr,FORD,MUSTANG MACH-E,65,2023-04-01
2023,Apr,GWM,ORA,26,2023-04-01
2023,Apr,HYUNDAI,IONIQ,14,2023-04-01
2023,Apr,HYUNDAI,IONIQ 5,28,2023-04-01
2023,Apr,HYUNDAI,IONIQ 6,12,2023-04-01
2023,Apr,HYUNDAI,KONA,54,2023-04-01
2023,Apr,KIA,EV6,85,2023-04-01
2023,Apr,KIA,NIRO,47,2023-04-01
2023,Apr,KIA,NIRO PLUS,6,2023-04-01
2023,Apr,LEXUS,RZ,9,2023-04-01
2023,Apr,MAZDA,MX-30,1,2023-04-01
2023,Apr,MERCEDES-BENZ,EQA,10,2023-04-01
2023,Apr,MERCEDES-BENZ,EQB,5,2023-04-01
2023,Apr,MERCEDES-BENZ,EQC,4,2023-04-01
2023,Apr,MERCEDES-BENZ,EQE,5,2023-04-01
2023,Apr,MG,4,1,2023-04-01
2023,Apr,MG,ZS,111,2023-04-01
2023,Apr,MG,ZS EV,1,2023-04-01
2023,Apr,MINI,HATCH,12,2023-04-01
2023,Apr,MITSUBISHI,EK,1,2023-04-01
2023,Apr,MITSUBISHI,I-MIEV,2,2023-04-01
2023,Apr,MITSUBISHI,MINICAB,1,2023-04-01
2023,Apr,NISSAN,E-NV200,4,2023-04-01
2023,Apr,NISSAN,LEAF,224,2023-04-01
2023,Apr,OPEL,CORSA,1,2023-04-01
2023,Apr,OPEL,MOKKA,9,2023-04-01
2023,Apr,PEUGEOT,E-2008,14,2023-04-01
2023,Apr,PEUGEOT,E-208,14,2023-04-01
2023,Apr,POLESTAR,POLESTAR 2,44,2023-04-01
2023,Apr,PORSCHE,TAYCAN,3,2023-04-01
2023,Apr,SSANGYONG,KORANDO,3,2023-04-01
2023,Apr,TESLA,MODEL 3,71,2023-04-01
2023,Apr,TESLA,MODEL S,1,2023-04-01
2023,Apr,TESLA,MODEL Y,127,2023-04-01
2023,Apr,VOLVO,C40,1,2023-04-01
2023,Apr,VOLVO,XC40,18,2023-04-01
2023,Feb,AUDI,E-TRON,7,2023-02-01
2023,Feb,AUDI,E-TRON GT,5,2023-02-01
2023,Feb,BMW,4 SERIES,18,2023-02-01
2023,Feb,BMW,I,3,2023-02-01
2023,Feb,BYD,ATTO 3,142,2023-02-01
2023,Feb,BYD,E6H,5,2023-02-01
2023,Feb,FIAT,500E,1,2023-02-01
2023,Feb,FORD,MUSTANG MACH-E,2,2023-02-01
2023,Feb,HYUNDAI,IONIQ,14,2023-02-01
2023,Feb,HYUNDAI,IONIQ 5,22,2023-02-01
2023,Feb,HYUNDAI,IONIQ 6,5,2023-02-01
2023,Feb,HYUNDAI,KONA,94,2023-02-01
2023,Feb,JAGUAR,I-PACE,4,2023-02-01
2023,Feb,KIA,EV6,9,2023-02-01
2023,Feb,KIA,NIRO,18,2023-02-01
2023,Feb,KIA,NIRO PLUS,21,2023-02-01
2023,Feb,LEXUS,UX300E,3,2023-02-01
2023,Feb,MAZDA,MX-30,2,2023-02-01
2023,Feb,MERCEDES-BENZ,EQA,13,2023-02-01
2023,Feb,MERCEDES-BENZ,EQB,7,2023-02-01
2023,Feb,MERCEDES-BENZ,EQC,3,2023-02-01
2023,Feb,MERCEDES-BENZ,EQE,4,2023-02-01
2023,Feb,MERCEDES-BENZ,EQS,2,2023-02-01
2023,Feb,MG,ZS,102,2023-02-01
2023,Feb,MINI,HATCH,14,2023-02-01
2023,Feb,MITSUBISHI,I-MIEV,1,2023-02-01
2023,Feb,NISSAN,E-NV200,3,2023-02-01
2023,Feb,NISSAN,LEAF,167,2023-02-01
2023,Feb,NISSAN,NV200,1,2023-02-01
2023,Feb,OPEL,CORSA,4,2023-02-01
2023,Feb,OPEL,MOKKA,8,2023-02-01
2023,Feb,PEUGEOT,E-2008,7,2023-02-01
2023,Feb,PEUGEOT,E-208,18,2023-02-01
2023,Feb,POLESTAR,POLESTAR 2,6,2023-02-01
2023,Feb,PORSCHE,TAYCAN,10,2023-02-01
2023,Feb,SMART,FORTWO,2,2023-02-01
2023,Feb,TESLA,MODEL 3,73,2023-02-01
2023,Feb,TESLA,MODEL Y,95,2023-02-01
2023,Feb,VOLKSWAGEN,ID.5,1,2023-02-01
2023,Feb,VOLVO,C40,1,2023-02-01
2023,Feb,VOLVO,XC40,2,2023-02-01
2023,Jan,AUDI,E-TRON,3,2023-01-01
2023,Jan,AUDI,E-TRON GT,1,2023-01-01
2023,Jan,BMW,4 SERIES,14,2023-01-01
2023,Jan,BMW,I,7,2023-01-01
2023,Jan,BYD,ATTO 3,235,2023-01-01
2023,Jan,FORD,MUSTANG MACH-E,6,2023-01-01
2023,Jan,HYUNDAI,IONIQ,4,2023-01-01
2023,Jan,HYUNDAI,IONIQ 5,17,2023-01-01
2023,Jan,HYUNDAI,KONA,35,2023-01-01
2023,Jan,JAGUAR,I-PACE,6,2023-01-01
2023,Jan,KIA,EV6,148,2023-01-01
2023,Jan,KIA,NIRO,136,2023-01-01
2023,Jan,KIA,NIRO PLUS,55,2023-01-01
2023,Jan,LEXUS,UX300E,35,2023-01-01
2023,Jan,MAZDA,MX-30,1,2023-01-01
2023,Jan,MERCEDES-BENZ,EQA,22,2023-01-01
2023,Jan,MERCEDES-BENZ,EQB,3,2023-01-01
2023,Jan,MERCEDES-BENZ,EQC,4,2023-01-01
2023,Jan,MERCEDES-BENZ,EQE,1,2023-01-01
2023,Jan,MERCEDES-BENZ,EQS,1,2023-01-01
2023,Jan,MERCEDES-BENZ,V-CLASS,1,2023-01-01
2023,Jan,MERCEDES-BENZ,VITO,1,2023-01-01
2023,Jan,MG,ZS,166,2023-01-01
2023,Jan,MINI,HATCH,23,2023-01-01
2023,Jan,NISSAN,E-NV200,1,2023-01-01
2023,Jan,NISSAN,LEAF,190,2023-01-01
2023,Jan,OPEL,CORSA,6,2023-01-01
2023,Jan,OPEL,MOKKA,16,2023-01-01
2023,Jan,PEUGEOT,E-2008,21,2023-01-01
2023,Jan,PEUGEOT,E-208,27,2023-01-01
2023,Jan,POLESTAR,POLESTAR 2,10,2023-01-01
2023,Jan,PORSCHE,TAYCAN,3,2023-01-01
2023,Jan,SMART,FORTWO,1,2023-01-01
2023,Jan,TESLA,MODEL 3,57,2023-01-01
2023,Jan,TESLA,MODEL S,1,2023-01-01
2023,Jan,TESLA,MODEL X,1,2023-01-01
2023,Jan,TESLA,MODEL Y,133,2023-01-01
2023,Jan,VOLKSWAGEN,E-GOLF,1,2023-01-01
2023,Jan,VOLVO,C40,8,2023-01-01
2023,Jan,VOLVO,XC40,5,2023-01-01
2023,Jun,AUDI,E-TRON,10,2023-06-01
2023,Jun,AUDI,E-TRON GT,1,2023-06-01
2023,Jun,AUDI,Q4 E-TRON,2,2023-06-01
2023,Jun,BMW,4 SERIES,18,2023-06-01
2023,Jun,BMW,I,16,2023-06-01
2023,Jun,BMW,I3,1,2023-06-01
2023,Jun,BMW,X1,8,2023-06-01
2023,Jun,BYD,ATTO 3,440,2023-06-01
2023,Jun,BYD,E6H,1,2023-06-01
2023,Jun,BYD,E6Y,1,2023-06-01
2023,Jun,CITROEN,C4,1,2023-06-01
2023,Jun,FIAT,500E,23,2023-06-01
2023,Jun,FORD,MUSTANG MACH-E,98,2023-06-01
2023,Jun,GENESIS,GV70,8,2023-06-01
2023,Jun,GWM,ORA,44,2023-06-01
2023,Jun,HYUNDAI,GENESIS,2,2023-06-01
2023,Jun,HYUNDAI,IONIQ,182,2023-06-01
2023,Jun,HYUNDAI,IONIQ 5,91,2023-06-01
2023,Jun,HYUNDAI,IONIQ 6,7,2023-06-01
2023,Jun,HYUNDAI,KONA,30,2023-06-01
2023,Jun,JAGUAR,I-PACE,2,2023-06-01
2023,Jun,KIA,EV6,93,2023-06-01
2023,Jun,KIA,NIRO,32,2023-06-01
2023,Jun,KIA,NIRO PLUS,3,2023-06-01
2023,Jun,LEXUS,RZ,2,2023-06-01
2023,Jun,LEXUS,UX300E,7,2023-06-01
2023,Jun,MAZDA,MX-30,2,2023-06-01
2023,Jun,MERCEDES-BENZ,EQA,7,2023-06-01
2023,Jun,MERCEDES-BENZ,EQB,3,2023-06-01
2023,Jun,MERCEDES-BENZ,EQC,15,2023-06-01
2023,Jun,MERCEDES-BENZ,EQE,3,2023-06-01
2023,Jun,MG,ZS,260,2023-06-01
2023,Jun,MINI,HATCH,24,2023-06-01
2023,Jun,MITSUBISHI,I-MIEV,1,2023-06-01
2023,Jun,MITSUBISHI,MINICAB,1,2023-06-01
2023,Jun,NISSAN,E-NV200,1,2023-06-01
2023,Jun,NISSAN,LEAF,287,2023-06-01
2023,Jun,OPEL,CORSA,3,2023-06-01
2023,Jun,OPEL,MOKKA,19,2023-06-01
2023,Jun,PEUGEOT,E-2008,19,2023-06-01
2023,Jun,PEUGEOT,E-208,31,2023-06-01
2023,Jun,POLESTAR,POLESTAR 2,36,2023-06-01
2023,Jun,PORSCHE,TAYCAN,4,2023-06-01
2023,Jun,RENAULT,MEGANE E-TECH,1,2023-06-01
2023,Jun,SMART,FORTWO,1,2023-06-01
2023,Jun,SSANGYONG,KORANDO,2,2023-06-01
2023,Jun,TESLA,MODEL 3,201,2023-06-01
2023,Jun,TESLA,MODEL S,5,2023-06-01
2023,Jun,TESLA,MODEL Y,765,2023-06-01
2023,Jun,VOLKSWAGEN,ID.5,67,2023-06-01
2023,Jun,VOLVO,C40,2,2023-06-01
2023,Jun,VOLVO,XC40,16,2023-06-01
2023,Mar,AUDI,E-TRON,10,2023-03-01
2023,Mar,AUDI,E-TRON GT,5,2023-03-01
2023,Mar,BMW,4 SERIES,11,2023-03-01
2023,Mar,BMW,I,30,2023-03-01
2023,Mar,BMW,X1,11,2023-03-01
2023,Mar,BYD,ATTO 3,615,2023-03-01
2023,Mar,BYD,E6H,5,2023-03-01
2023,Mar,GWM,ORA,25,2023-03-01
2023,Mar,HYUNDAI,IONIQ,105,2023-03-01
2023,Mar,HYUNDAI,IONIQ 5,20,2023-03-01
2023,Mar,HYUNDAI,IONIQ 6,19,2023-03-01
2023,Mar,HYUNDAI,KONA,42,2023-03-01
2023,Mar,JAGUAR,I-PACE,2,2023-03-01
2023,Mar,KIA,EV6,176,2023-03-01
2023,Mar,KIA,NIRO,21,2023-03-01
2023,Mar,KIA,NIRO PLUS,10,2023-03-01
2023,Mar,LEXUS,UX300E,7,2023-03-01
2023,Mar,MAZDA,MX-30,5,2023-03-01
2023,Mar,MERCEDES-BENZ,EQA,13,2023-03-01
2023,Mar,MERCEDES-BENZ,EQB,11,2023-03-01
2023,Mar,MERCEDES-BENZ,EQC,9,2023-03-01
2023,Mar,MERCEDES-BENZ,EQE,11,2023-03-01
2023,Mar,MG,ZS,306,2023-03-01
2023,Mar,MINI,HATCH,25,2023-03-01
2023,Mar,MITSUBISHI,MINICAB,1,2023-03-01
2023,Mar,NISSAN,LEAF,440,2023-03-01
2023,Mar,OPEL,CORSA,1,2023-03-01
2023,Mar,OPEL,MOKKA,7,2023-03-01
2023,Mar,PEUGEOT,E-2008,8,2023-03-01
2023,Mar,PEUGEOT,E-208,24,2023-03-01
2023,Mar,POLESTAR,POLESTAR 2,146,2023-03-01
2023,Mar,PORSCHE,TAYCAN,1,2023-03-01
2023,Mar,SMART,FORTWO,3,2023-03-01
2023,Mar,TESLA,MODEL 3,116,2023-03-01
2023,Mar,TESLA,MODEL S,5,2023-03-01
2023,Mar,TESLA,MODEL Y,760,2023-03-01
2023,Mar,VOLVO,C40,4,2023-03-01
2023,Mar,VOLVO,XC40,41,2023-03-01
2023,May,AUDI,E-TRON,13,2023-05-01
2023,May,AUDI,Q4 E-TRON,1,2023-05-01
2023,May,BMW,4 SERIES,13,2023-05-01
2023,May,BMW,I,14,2023-05-01
2023,May,BMW,I3,1,2023-05-01
2023,May,BMW,X1,4,2023-05-01
2023,May,BYD,ATTO 3,223,2023-05-01
2023,May,BYD,E6H,4,2023-05-01
2023,May,FORD,MUSTANG MACH-E,25,2023-05-01
2023,May,GWM,ORA,17,2023-05-01
2023,May,HYUNDAI,IONIQ,61,2023-05-01
2023,May,HYUNDAI,IONIQ 5,120,2023-05-01
2023,May,HYUNDAI,IONIQ 6,10,2023-05-01
2023,May,HYUNDAI,KONA,32,2023-05-01
2023,May,KIA,EV6,62,2023-05-01
2023,May,KIA,NIRO,22,2023-05-01
2023,May,KIA,NIRO PLUS,2,2023-05-01
2023,May,LEXUS,RZ,11,2023-05-01
2023,May,LEXUS,UX300E,8,2023-05-01
2023,May,MAZDA,MX-30,3,2023-05-01
2023,May,MERCEDES-BENZ,EQA,10,2023-05-01
2023,May,MERCEDES-BENZ,EQB,5,2023-05-01
2023,May,MERCEDES-BENZ,EQC,3,2023-05-01
2023,May,MERCEDES-BENZ,EQE,4,2023-05-01
2023,May,MG,ZS,204,2023-05-01
2023,May,MINI,HATCH,10,2023-05-01
2023,May,MITSUBISHI,MINICAB,2,2023-05-01
2023,May,NISSAN,LEAF,305,2023-05-01
2023,May,OPEL,CORSA,1,2023-05-01
2023,May,OPEL,MOKKA,27,2023-05-01
2023,May,PEUGEOT,E-2008,19,2023-05-01
2023,May,PEUGEOT,E-208,27,2023-05-01
2023,May,POLESTAR,POLESTAR 2,22,2023-05-01
2023,May,PORSCHE,TAYCAN,3,2023-05-01
2023,May,SSANGYONG,KORANDO,1,2023-05-01
2023,May,TESLA,MODEL 3,97,2023-05-01
2023,May,TESLA,MODEL S,2,2023-05-01
2023,May,TESLA,MODEL Y,77,2023-05-01
2023,May,VOLVO,C40,4,2023-05-01
2023,May,VOLVO,XC40,8,2023-05-01
2023,Jul,AUDI,E-TRON,1,2023-07-01
2023,Jul,AUDI,Q4 E-TRON,20,2023-07-01
2023,Jul,BMW,4 SERIES,13,2023-07-01
2023,Jul,BMW,I,13,2023-07-01
2023,Jul,BMW,X1,17,2023-07-01
2023,Jul,BYD,ATTO 3,60,2023-07-01
2023,Jul,BYD,DOLPHIN,8,2023-07-01
2023,Jul,BYD,E6H,3,2023-07-01
2023,Jul,CITROEN,C4,7,2023-07-01
2023,Jul,FIAT,500E,3,2023-07-01
2023,Jul,FORD,MUSTANG MACH-E,23,2023-07-01
2023,Jul,GWM,ORA,10,2023-07-01
2023,Jul,HONDA,E,1,2023-07-01
2023,Jul,HYUNDAI,IONIQ,31,2023-07-01
2023,Jul,HYUNDAI,IONIQ 5,7,2023-07-01
2023,Jul,HYUNDAI,IONIQ 6,9,2023-07-01
2023,Jul,HYUNDAI,KONA,6,2023-07-01
2023,Jul,JAGUAR,I-PACE,1,2023-07-01
2023,Jul,KIA,EV6,16,2023-07-01
2023,Jul,KIA,NIRO,147,2023-07-01
2023,Jul,KIA,NIRO PLUS,3,2023-07-01
2023,Jul,LEXUS,RZ,2,2023-07-01
2023,Jul,LEXUS,UX300E,3,2023-07-01
2023,Jul,MAZDA,MX-30,1,2023-07-01
2023,Jul,MERCEDES-BENZ,EQA,2,2023-07-01
2023,Jul,MERCEDES-BENZ,EQB,4,2023-07-01
2023,Jul,MERCEDES-BENZ,EQC,1,2023-07-01
2023,Jul,MERCEDES-BENZ,EQE,6,2023-07-01
2023,Jul,MG,ZS,29,2023-07-01
2023,Jul,MINI,HATCH,7,2023-07-01
2023,Jul,MITSUBISHI,I-MIEV,1,2023-07-01
2023,Jul,NISSAN,E-NV200,3,2023-07-01
2023,Jul,NISSAN,LEAF,291,2023-07-01
2023,Jul,OPEL,MOKKA,3,2023-07-01
2023,Jul,PEUGEOT,E-208,8,2023-07-01
2023,Jul,PEUGEOT,E-2008,4,2023-07-01
2023,Jul,POLESTAR,POLESTAR 2,15,2023-07-01
2023,Jul,PORSCHE,TAYCAN,4,2023-07-01
2023,Jul,SKODA,ENYAQ,1,2023-07-01
2023,Jul,SMART,FORTWO,3,2023-07-01
2023,Jul,SSANGYONG,KORANDO,2,2023-07-01
2023,Jul,TESLA,MODEL 3,35,2023-07-01
2023,Jul,TESLA,MODEL S,3,2023-07-01
2023,Jul,TESLA,MODEL Y,169,2023-07-01
2023,Jul,TOYOTA,BZ4X,3,2023-07-01
2023,Jul,VOLKSWAGEN,ID.4,63,2023-07-01
2023,Jul,VOLKSWAGEN,ID.5,15,2023-07-01
2023,Jul,VOLVO,XC40,6,2023-07-01
2023,Aug,NISSAN,LEAF,372,2023-08-01
2023,Aug,BYD,ATTO 3,131,2023-08-01
2023,Aug,MG,4,96,2023-08-01
2023,Aug,MG,ZS,72,2023-08-01
2023,Aug,TESLA,MODEL Y,72,2023-08-01
2023,Aug,FORD,MUSTANG MACH-E,53,2023-08-01
2023,Aug,KIA,NIRO,51,2023-08-01
2023,Aug,VOLKSWAGEN,ID.4,46,2023-08-01
2023,Aug,BMW,I,37,2023-08-01
2023,Aug,KIA,EV6,34,2023-08-01
2023,Aug,TESLA,MODEL 3,32,2023-08-01
2023,Aug,HYUNDAI,KONA,22,2023-08-01
2023,Aug,PEUGEOT,E-208,21,2023-08-01
2023,Aug,POLESTAR,POLESTAR 2,20,2023-08-01
2023,Aug,BMW,X1,17,2023-08-01
2023,Aug,MERCEDES-BENZ,EQA,14,2023-08-01
2023,Aug,MERCEDES-BENZ,EQB,13,2023-08-01
2023,Aug,VOLVO,XC40,13,2023-08-01
2023,Aug,MINI,HATCH,12,2023-08-01
2023,Aug,HYUNDAI,IONIQ,11,2023-08-01
2023,Aug,HYUNDAI,IONIQ 6,11,2023-08-01
2023,Aug,AUDI,Q4 E-TRON,10,2023-08-01
2023,Aug,VOLKSWAGEN,ID.5,10,2023-08-01
2023,Aug,TESLA,MODEL S,9,2023-08-01
2023,Aug,PEUGEOT,E-2008,8,2023-08-01
2023,Aug,OPEL,MOKKA,8,2023-08-01
2023,Aug,GWM,ORA,7,2023-08-01
2023,Aug,HYUNDAI,IONIQ 5,7,2023-08-01
2023,Aug,MERCEDES-BENZ,EQE,6,2023-08-01
2023,Aug,BMW,4 SERIES,5,2023-08-01
2023,Aug,FIAT,500E,4,2023-08-01
2023,Aug,OPEL,CORSA,4,2023-08-01
2023,Aug,AUDI,E-TRON,2,2023-08-01
2023,Aug,BMW,I3,2,2023-08-01
2023,Aug,LEXUS,UX300E,2,2023-08-01
2023,Aug,MERCEDES-BENZ,EQC,2,2023-08-01
2023,Aug,MITSUBISHI,EK,2,2023-08-01
2023,Aug,AUDI,E-TRON GT,1,2023-08-01
2023,Aug,CITROEN,C4,1,2023-08-01
2023,Aug,FIAT,ABARTH 500E,1,2023-08-01
2023,Aug,HONDA,E,1,2023-08-01
2023,Aug,MERCEDES-BENZ,V-CLASS,1,2023-08-01
2023,Aug,MITSUBISHI,I-MIEV,1,2023-08-01
2023,Aug,NISSAN,E-NV200,1,2023-08-01
2023,Aug,NISSAN,NV200,1,2023-08-01
2023,Aug,SMART,FORTWO,1,2023-08-01
2023,Aug,VOLKSWAGEN,GOLF,1,2023-08-01
2023,Aug,VOLVO,C40,1,2023-08-01
2023,Sep,AUDI,E-TRON,8,2023-09-01
2023,Sep,AUDI,Q4 E-TRON,43,2023-09-01
2023,Sep,AUDI,Q8 E-TRON,10,2023-09-01
2023,Sep,BMW,4 SERIES,11,2023-09-01
2023,Sep,BMW,I,38,2023-09-01
2023,Sep,BMW,I3,1,2023-09-01
2023,Sep,BMW,X1,9,2023-09-01
2023,Sep,BYD,ATTO 3,136,2023-09-01
2023,Sep,BYD,DOLPHIN,107,2023-09-01
2023,Sep,BYD,E6H,4,2023-09-01
2023,Sep,CITROEN,C4,4,2023-09-01
2023,Sep,CUPRA,BORN,21,2023-09-01
2023,Sep,FIAT,500E,4,2023-09-01
2023,Sep,FORD,MUSTANG MACH-E,48,2023-09-01
2023,Sep,GWM,ORA,10,2023-09-01
2023,Sep,HYUNDAI,IONIQ,7,2023-09-01
2023,Sep,HYUNDAI,IONIQ 5,13,2023-09-01
2023,Sep,HYUNDAI,IONIQ 6,7,2023-09-01
2023,Sep,HYUNDAI,KONA,50,2023-09-01
2023,Sep,JAGUAR,I-PACE,1,2023-09-01
2023,Sep,KIA,EV6,45,2023-09-01
2023,Sep,KIA,NIRO,70,2023-09-01
2023,Sep,KIA,NIRO PLUS,1,2023-09-01
2023,Sep,LEXUS,RZ,1,2023-09-01
2023,Sep,LEXUS,UX300E,7,2023-09-01
2023,Sep,LOTUS,ELETRE,1,2023-09-01
2023,Sep,MERCEDES-BENZ,EQA,13,2023-09-01
2023,Sep,MERCEDES-BENZ,EQB,5,2023-09-01
2023,Sep,MERCEDES-BENZ,EQC,1,2023-09-01
2023,Sep,MERCEDES-BENZ,EQE,19,2023-09-01
2023,Sep,MERCEDES-BENZ,EQS,5,2023-09-01
2023,Sep,MERCEDES-BENZ,V-CLASS,1,2023-09-01
2023,Sep,MG,4,250,2023-09-01
2023,Sep,MG,ZS,85,2023-09-01
2023,Sep,MINI,HATCH,15,2023-09-01
2023,Sep,MITSUBISHI,I-MIEV,1,2023-09-01
2023,Sep,MITSUBISHI,MINICAB,2,2023-09-01
2023,Sep,NISSAN,ARIYA,7,2023-09-01
2023,Sep,NISSAN,E-NV200,2,2023-09-01
2023,Sep,NISSAN,LEAF,463,2023-09-01
2023,Sep,OPEL,CORSA,10,2023-09-01
2023,Sep,OPEL,MOKKA,8,2023-09-01
2023,Sep,PEUGEOT,208,37,2023-09-01
2023,Sep,PEUGEOT,2008,14,2023-09-01
2023,Sep,PEUGEOT,E-208,7,2023-09-01
2023,Sep,PEUGEOT,E-2008,2,2023-09-01
2023,Sep,POLESTAR,POLESTAR 2,37,2023-09-01
2023,Sep,PORSCHE,TAYCAN,2,2023-09-01
2023,Sep,SKODA,ENYAQ,43,2023-09-01
2023,Sep,SMART,FORTWO,6,2023-09-01
2023,Sep,SSANGYONG,KORANDO,2,2023-09-01
2023,Sep,TESLA,MODEL 3,64,2023-09-01
2023,Sep,TESLA,MODEL S,9,2023-09-01
2023,Sep,TESLA,MODEL Y,697,2023-09-01
2023,Sep,VOLKSWAGEN,E-GOLF,2,2023-09-01
2023,Sep,VOLKSWAGEN,ID.4,14,2023-09-01
2023,Sep,VOLKSWAGEN,ID.5,13,2023-09-01
2023,Sep,VOLVO,C40,15,2023-09-01
2023,Sep,VOLVO,XC40,13,2023-09-01
